sample	sample_sol	frac_at_odd	frac_at_2	frac_homdel	floh_strict	frac_subclonal	frac_tight_50_CCF_subclonal	frac_tight_clonal	N_segments	integer_offset	biggest_homdel_Mb	gii	wgii	goodness_of_fit	ploidy	purity	num_gds	homdel_size_fail	homdel_frac_fail	loh_fail	purity_fail	bio_plausible_sol	frac_subclonal_tight50CCF	extra_int_score	frac_at_odd_lim	missing_cn_score	solution_fit_score	selected_solution_auto	flag_goodness_of_fit	flag_segmentation	flag_poor_solution	low_purity
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.025	0.248559323960181	0.145590095145099	0.133681455712296	0.318579023873709	0.938870246242806	0.169463253479209	0.28491163306903	28	0.9435	80.999999	0.505985141682988	0.630572925673689	22.1799958344449	1.5	0.025	0	TRUE	TRUE	FALSE	TRUE	FALSE	0.236982254663874	2.80802945127867	0.248559323960181	0	19.3799958344449					TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.05	0.225750065347346	0.17796354519474	0.0435865985375911	0.133681455712296	0.98697827743672	0.247293323120251	0.200208987439796	28	0.8685	35.999999	0.371138788803672	0.498640392825629	14.5833798909357	1.5	0.05	0	FALSE	TRUE	FALSE	TRUE	FALSE	0.309197426873606	4.78015243926296	0.225750065347346	0	9.78337989093573					TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.075	0.0996802917438891	0.106524926731829	0.0222454422450562	0.0938649168856703	0.995116854264841	0.122710611827388	0.368718770110423	28	0.8285	35.999999	0.318406264926032	0.453185847371083	8.46497888751175	1.5	0.075	0	FALSE	FALSE	FALSE	TRUE	FALSE	0.19438343168995	1.88924592577806	0.0996802917438891	0	6.66497888751175					TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.1	0.0846411972038946	0.145721767551886	0.00922371968177571	0.0938649168856703	0.995116854264841	0.0398165388266253	0.213230710364791	28	0.83775	13.499999	0.287496444204679	0.407731301916538	3.07755758206904	1.5	0.1	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.0506076423561048	0.128056673242171	0.0846411972038946	0	2.87755758206904	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.15	0.0343628788558154	0.0527611351718791	0.00922371968177571	0.0327351631284765	1	0.074102291464414	0.576753806878994	28	0.7885	13.499999	0.133608962968323	0.225913120098356	5.55454334320246	1.5	0.15	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.175080822152199	1.53266471427449	0.0343628788558154	0	3.95454334320246	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.2	0.017904868298439	0.0527611351718791	0.00434057394661713	0.0222454422450562	1	0.0130217225632804	0.735546481850221	28	0.7785	11.999999	0.0938140158437004	0.135004029189265	1.39731023829323	1.5	0.2	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.0492401184691569	0.12122946334283	0.017904868298439	0	1.19731023829323	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.25	0.00488314573515859	0.0527611351718791	0.00434057394661713	0.00922371968177571	0.995659426053383	0	0.829653704785793	28	0.7725	11.999999	0.0938140158437004	0.135004029189265	0.729080833468446	1.5	0.25	0	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0.00488314573515859	0	0.729080833468446	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.3	0.00488314573515859	0	0.00434057394661713	0.00922371968177571	1	0.00922371968177571	0.853373947942451	28	0.7685	11.999999	0.0938140158437004	0.135004029189265	0.246191946557244	1.5	0.3	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.0629064177364299	0.197860869621511	0.00488314573515859	0	0.0461919465572443	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.35	0.00488314573515859	0	0.00434057394661713	0.00922371968177571	1	0.00488314573515859	0.853373947942451	28	0.765642857142855	11.999999	0.0435629624086187	0.0440949382801741	0.0950469498514975	1.5	0.35	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.0333033977702816	0.0554558151522799	0.00488314573515859	0	0.0950469498514975	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.4	0.00488314573515859	0	0.00434057394661713	0.00434057394661713	1	0.00488314573515859	0.90365226629053	28	0.7635	11.999999	0.0327174115129892	0.0365191809148543	0	1.5	0.4	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.0506825178668278	0.128435880866066	0.00488314573515859	0	-0.2	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.45	0.00922371968177571	0	0.00434057394661713	0.00434057394661713	1	0	0.918844275646262	28	0.761833333333335	11.999999	0.0327174115129892	0.0365191809148543	0	1.5	0.45	0	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0.00922371968177571	0	0	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.5	0.00434057394661713	0	0	0.00434057394661713	1	0	0.982095131701561	28	0.7605	0	0.022233378992598	0.0201442518576841	0.07596004962648	1.5	0.5	0	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0.00434057394661713	0	0.07596004962648	FALSE				TRUE
SLX-12453.D706_D508	SLX-12453.D706_D508:1.5:0.55	0.00434057394661713	0	0	0.00434057394661713	1	0	0.977754557754944	28	0.75940909090909	0	0.022233378992598	0.0201442518576841	0.225907160577453	1.5	0.55	0	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0.00434057394661713	0	0.225907160577453	FALSE				TRUE
