sample	sample_sol	frac_at_odd	frac_at_2	frac_homdel	floh_strict	frac_subclonal	frac_tight_50_CCF_subclonal	frac_tight_clonal	N_segments	integer_offset	biggest_homdel_Mb	gii	wgii	goodness_of_fit	ploidy	purity	num_gds	homdel_size_fail	homdel_frac_fail	loh_fail	purity_fail	bio_plausible_sol	frac_subclonal_tight50CCF	extra_int_score	frac_at_odd_lim	missing_cn_score	solution_fit_score	selected_solution_auto	flag_goodness_of_fit	flag_segmentation	flag_poor_solution
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.01	0.172686436748745	0.11930106310559	0.277131758299431	0.388360071619191	0.897509541704508	0.128519781312647	0.312171114487611	22	0.95485499999999	158.999999	0.731391849005563	0.772727272727273	21.7110131877706	1.71	0.01	0	TRUE	TRUE	FALSE	TRUE	FALSE	0.186848479352402	1.74561771181524	0.172686436748745	0	19.9110131877706				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.02	0.159971879596858	0.151656957327896	0.117159878702574	0.277131758299431	0.922454309234429	0.0323558942223061	0.427314716639479	22	0.812609999999999	133.999999	0.427655001594466	0.545454545454545	15.2362237157863	1.71	0.02	0	TRUE	TRUE	FALSE	TRUE	FALSE	0.0564985606622218	0.159604367845138	0.159971879596858	0	15.0362237157863				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.03	0.208985545290056	0.213115080756882	0.0891142784116765	0.219650336998066	1	0.180578426985438	0.430415549400455	22	0.821811666666665	133.999999	0.350832347579372	0.454545454545455	12.787574441382	1.71	0.03	0	TRUE	TRUE	FALSE	TRUE	FALSE	0.317035387457227	5.02557184500769	0.208985545290056	0	7.78757444138203				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.04	0.126559356458769	0.213115080756882	0.011568587646106	0.117159878702574	0.988431412353894	0.163948581724478	0.442198384042796	22	0.830145	31.999999	0.350832347579372	0.454545454545455	16.4481800673036	1.71	0.04	0	FALSE	FALSE	FALSE	TRUE	FALSE	0.29391915877321	4.31942359469757	0.126559356458769	0	12.0481800673036				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.05	0.105591291056468	0.141715202008844	0.011568587646106	0.0891142784116765	1	0.0280456002908974	0.576321700171637	22	0.835145	31.999999	0.272382860875706	0.363636363636364	8.99047477466007	1.71	0.05	0	FALSE	FALSE	FALSE	TRUE	FALSE	0.0661955080122322	0.219092264049875	0.105591291056468	0	8.79047477466007				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.06	0.0775456907655705	0.141715202008844	0.011568587646106	0.011568587646106	1	0.105591291056468	0.576321700171637	22	0.838478333333335	31.999999	0.169892402580214	0.227272727272727	4.00900617268563	1.71	0.06	0	FALSE	FALSE	FALSE	TRUE	FALSE	0.249225157623706	3.10565895962807	0.0775456907655705	0	0.809006172685628				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.07	0	0.141715202008844	0.011568587646106	0.011568587646106	1	0.0775456907655705	0.566922222415442	22	0.840859285714285	31.999999	0.169892402580214	0.227272727272727	6.35814533717662	1.71	0.07	0	FALSE	FALSE	FALSE	TRUE	FALSE	0.179057191985404	1.6030739000849	0.001	0	4.75814533717662				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.08	0.011568587646106	0.162683267411145	0	0.011568587646106	1	0.0775456907655705	0.599278116637748	22	0.842645	0	0.141846802289316	0.181818181818182	2.19444905689668	1.71	0.08	0	FALSE	FALSE	FALSE	TRUE	FALSE	0.193514988787047	1.87240254426254	0.011568587646106	0	0.394449056896677				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.09	0.011568587646106	0.162683267411145	0	0.011568587646106	1	0	0.624403643716807	22	0.83306777777778	0	0.141846802289316	0.181818181818182	2.41012208073262	1.71	0.09	0	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0.011568587646106	0	2.41012208073262				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.1	0.011568587646106	0.114782083053593	0	0.011568587646106	1	0.0209680654023008	0.674473938325788	22	0.83529	0	0.0643011115237458	0.0909090909090909	6.84435975034073	1.71	0.1	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.0644128623510513	0.207450841812774	0.011568587646106	0	6.64435975034073	FALSE			
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.11	0.011568587646106	0.114782083053593	0	0.011568587646106	1	0.0737005892799406	0.747681408588499	22	0.83710818181818	0	0.0643011115237458	0.0909090909090909	2.4034204795513	1.71	0.11	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.292093376344766	4.26592702522424	0.011568587646106	0	-1.7965795204487	FALSE			
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.12	0.011568587646106	0.114782083053593	0	0.011568587646106	1	0.0209680654023008	0.747681408588499	22	0.838623333333335	0	0.0643011115237458	0.0909090909090909	2.15090537400678	1.71	0.12	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.0831015474721975	0.345293359613695	0.011568587646106	0	1.75090537400678	FALSE			
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.13	0.011568587646106	0.114782083053593	0	0.011568587646106	1	0.0325366530484068	0.809139532017486	22	0.839905384615385	0	0.0643011115237458	0.0909090909090909	1.93723874623841	1.71	0.13	0	FALSE	FALSE	FALSE	FALSE	TRUE	0.170473505552693	1.45306080477121	0.011568587646106	0	0.537238746238412	FALSE			
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.14	0.011568587646106	0.114782083053593	0	0	1	0.011568587646106	0.861872055895125	22	0.841004285714285	0	0.0643011115237458	0.0909090909090909	2.05581399146294	1.71	0.14	0	FALSE	FALSE	TRUE	FALSE	FALSE	0.0837526955249727	0.350725700384939	0.011568587646106	0	1.65581399146294				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.15	0.0527325238776398	0.114782083053593	0	0	1	0.011568587646106	0.809139532017486	22	0.841956666666665	0	0.0643011115237458	0.0909090909090909	2.00879923342111	1.71	0.15	0	FALSE	FALSE	TRUE	FALSE	FALSE	0.0606128014270921	0.183695584842005	0.0527325238776398	0	1.80879923342111				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.16	0.0527325238776398	0.114782083053593	0	0	1	0.011568587646106	0.837185132308383	22	0.84279	0	0.0643011115237458	0.0909090909090909	4.33012354088528	1.71	0.16	0	FALSE	FALSE	TRUE	FALSE	FALSE	0.071053631711434	0.252430928969205	0.0527325238776398	0	4.13012354088528				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.17	0.0527325238776398	0.114782083053593	0	0	1	0.0643011115237458	0.837185132308383	22	0.843525294117645	0	0.0643011115237458	0.0909090909090909	6.37835087100057	1.71	0.17	0	FALSE	FALSE	TRUE	FALSE	FALSE	0.394933905210282	7.79863947423221	0.0527325238776398	0	-1.42164912899943				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.18	0.0527325238776398	0.114782083053593	0	0	1	0.0643011115237458	0.837185132308383	22	0.84417888888889	0	0.0643011115237458	0.0909090909090909	5.22523459338354	1.71	0.18	0	FALSE	FALSE	TRUE	FALSE	FALSE	0.394933905210282	7.79863947423221	0.0527325238776398	0	-2.57476540661646				
SLX-10722_SLX-11823.D702_D507	SLX-10722_SLX-11823.D702_D507:1.71:0.19	0.0527325238776398	0.114782083053593	0	0	1	0.0527325238776398	0.837185132308383	22	0.844763684210525	0	0.0643011115237458	0.0909090909090909	3.33873251940979	1.71	0.19	0	FALSE	FALSE	TRUE	FALSE	FALSE	0.323880273498848	5.24492157808444	0.0527325238776398	0	-1.86126748059021				
